Kicker,Latent Skill (z),Confidence (σ),Certified Score,Power Rating
D.Bailey,0.0244395635977151,0.004501764367206632,0.010934270496095203,75.06362060596513
J.Elliott,0.023848357431372397,0.004475000997038512,0.01042335444025686,74.47892611712558
W.Lutz,0.023338362519181515,0.004465428691756088,0.009942076443913251,73.92814954855581
D.Carpenter,0.022902904771976144,0.004381040517246829,0.009759783220235657,73.7195324146468
M.Vanderjagt,0.023726304213593036,0.004761098242462294,0.009443009486206154,73.35701521758543
K.Fairbairn,0.022981087164257938,0.004835230071707191,0.008475396949136366,72.24967534973096
G.Zuerlein,0.019287783674809295,0.0037075694526662105,0.008165075316810664,71.894541965068
C.Santos,0.02059901299022067,0.004285976820472224,0.007741082528803997,71.40932283049132
R.Longwell,0.01798184857580983,0.0034343274310146862,0.00767886628276577,71.33812229615863
J.Slye,0.02441297895430159,0.005637794523463267,0.007499595383911789,71.13296392352295
J.Nedney,0.02076556558789799,0.004552310185528914,0.007108635031311249,70.68554724732316
D.Hopkins,0.02016382108456023,0.004366053348626588,0.007065661038680466,70.63636762893472
R.Succop,0.016384007879652152,0.0031285695389484647,0.0069982992628067585,70.55927852855957
A.Vinatieri,0.014924430841434702,0.0027349966219876393,0.006719440975471783,70.24015192858522
C.Parkey,0.023025440756037522,0.005448140091582551,0.006681020481289868,70.19618335302383
J.Sanders,0.020411627031157193,0.00467243187379486,0.006394331409772615,69.86809517060878
M.Crosby,0.016866743120990586,0.0035343984530937945,0.006263547761709202,69.71842581224907
B.Aubrey,0.03162863313679253,0.008477532300487199,0.006196036235330937,69.64116533676498
G.Joseph,0.02440191075971321,0.006197607659884943,0.0058090877800583834,69.19833989278555
B.Grupe,0.032496650687194074,0.00897697148643788,0.005565736227880435,68.91984735025716
R.Bironas,0.01723953277664396,0.003976244080675786,0.005310800534616602,68.62809786781966
N.Folk,0.014418085403793498,0.0033973459822655766,0.004226047456996769,67.38670187137687
J.Lambo,0.019608599685283532,0.005385522002722797,0.003452033677115142,66.50091723765645
S.Janikowski,0.011996777899480773,0.0028967383151664067,0.0033065629539815525,66.33443992865087
M.Bryant,0.013361783434253906,0.0033716490182435738,0.003246836379523185,66.26608858497315
S.Graham,0.013046415429593967,0.0037478094560527927,0.0018029870614355882,64.6137413366266
D.Akers,0.011788300022277707,0.0035134718722098657,0.00124788440564811,63.97847951646994
J.Feely,0.0122337318049069,0.003690582681307563,0.0011619837609842115,63.8801744564727
R.Bullock,0.013121810544147934,0.004111918966053841,0.0007860536459864103,63.44995844756814
J.Elam,0.013401606221510976,0.004213200828875613,0.0007620037348841369,63.42243562788398
N.Novak,0.015009935638154268,0.004821629188928777,0.0005450480713679352,63.17415065165182
J.Scobee,0.01337230389485858,0.004284927489907406,0.0005175214251363618,63.142649041624274
R.Patterson,0.028883387699949244,0.009658678721947775,-9.264846589407752e-05,62.44436804523647
